,AVG_1220300141,AVG_1117600141,AVG_2108000631,AVG_1107702081,AVG_1109701811,AVG_2129100331,AVG_1129100861,AVG_1119001241,AVG_1119102831,AVG_1209300921,AVG_1226001051,AVG_1226901291,AVG_1116700851,AVG_1116701151,AVG_1107200821,AVG_1107200551,AVG_1107900721,AVG_1126101461,AVG_2105400921,AVG_1103400641,AVG_2103400341,AVG_1101600961,AVG_1121600241,AVG_1121600081,AVG_1121600121,AVG_1226001161,AVG_1203700901,AVG_1203700321,AVG_1203700551,AVG_1220302561,AVG_1129101071,AVG_1127100831,AVG_2127101001,AVG_1121100711,AVG_1107701101,AVG_1117600691,AVG_1119001521,AVG_1201500791,AVG_1203700041,AVG_1220301531,AVG_1121100171,AVG_1107703221,AVG_1109703061,AVG_1112300661,AVG_1116702111,AVG_1121101981,AVG_1115501701,AVG_2117400131,AVG_1125000781,AVG_2126101911,AVG_1119800301,AVG_1117400831,AVG_1125301151
-40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1828.762939453125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-39.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1714.8389485677083,NaN,NaN,NaN
-38.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-37.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1875.8870646158855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1954.3689778645833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1826.4124755859375,NaN,NaN,1727.7793782552083
-33.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2202.491984049479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2025.5410563151042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-29.0,NaN,1591.3887532552083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1745.7305908203125,NaN,NaN,1869.2345377604167
-28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1652.542500813802,NaN,NaN,NaN,1910.6793212890625,1903.3952229817708,NaN,2446.251261393229,NaN,NaN,NaN,2434.6278483072915,2161.6656494140625,1934.0799560546875,1795.349365234375,1715.3079020182292,1675.4162190755208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-27.0,NaN,NaN,NaN,NaN,NaN,1610.9641723632812,1683.0406087239583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1694.7247721354167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2151.0986531575522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-26.0,1716.81689453125,NaN,1830.4558512369792,1952.3133544921875,1698.1814778645833,NaN,NaN,2075.5171915690103,NaN,1931.5289306640625,1500.7566731770833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1765.722900390625,1674.6185302734375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-24.0,NaN,1786.024169921875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1950.2429606119792,1820.1104329427083
-23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1877.5899047851562,NaN,NaN,NaN,2058.40283203125,2003.501220703125,1857.5968627929688,2782.8483072916665,NaN,NaN,NaN,2778.4283854166665,2371.0,2053.664794921875,1873.4064534505208,1892.1951904296875,1749.7685546875,1963.2849934895833,1827.211669921875,1771.6466878255208,1687.3520914713542,2143.1739908854165,NaN,1613.6741536458333,1836.5189615885417,NaN,1613.4451904296875,NaN,NaN,1854.4827473958333,NaN,NaN,NaN,1816.5139567057292,NaN,NaN,1635.7694091796875,1772.2524820963542,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-22.0,NaN,NaN,NaN,NaN,NaN,1841.0107014973958,1873.4817504882812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1873.3631591796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1736.239278157552,NaN,NaN,NaN,NaN,1486.8370768229167,NaN,NaN,NaN,NaN,NaN,NaN,1864.8295491536458,1834.2062581380208,NaN,NaN,2026.9474690755208,1892.7674967447917,1650.4903971354167,NaN,NaN,NaN,NaN
-21.0,1758.8056233723958,NaN,2070.498982747396,2227.9560546875,2331.877685546875,NaN,NaN,2277.8400065104165,NaN,2029.7348022460938,1588.9945882161458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1928.2793782552083,1699.380859375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1792.927734375,NaN,NaN
-20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-19.0,NaN,1754.6995849609375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2151.133056640625,NaN
-18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1588.2844848632812,NaN,NaN,NaN,2122.9481201171875,2066.246053059896,1999.4803873697917,2732.7533365885415,1728.4352213541667,NaN,NaN,2083.784627278646,1320.4228922526042,2024.9118245442708,1802.8491617838542,1993.599365234375,1754.6781005859375,2039.3658040364583,1915.1904296875,1888.9797770182292,1802.6866861979167,2330.5824381510415,NaN,1700.7604166666667,1956.22119140625,2000.1214192708333,1765.4131266276042,NaN,NaN,2009.7479654947917,NaN,NaN,NaN,2006.2716878255208,NaN,NaN,1803.3314615885417,1954.2431233723958,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-17.0,NaN,NaN,NaN,NaN,NaN,1903.7929077148438,1979.109375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1642.355224609375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1734.7978108723958,NaN,NaN,NaN,NaN,1701.8649495442708,NaN,NaN,NaN,NaN,1750.3358154296875,NaN,2009.8302001953125,2069.882080078125,NaN,NaN,2212.16015625,2071.4820963541665,1807.1214599609375,NaN,NaN,NaN,NaN
-16.0,1994.9901936848958,NaN,NaN,2306.00537109375,2309.968505859375,NaN,NaN,2254.1328125,NaN,1919.4867757161458,1723.2802327473958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2768.322509765625,2062.75634765625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2076.635986328125,NaN,NaN
-15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3566.0874837239585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1625.6449788411458,NaN,1986.3625081380208,NaN
-13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2042.9900309244792,NaN,1980.6498209635417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2165.572021484375,NaN,2050.900634765625,1942.8837076822917,2321.095499674479,NaN,NaN,2645.4942220052085,2050.1372884114585,1739.8839111328125,NaN,NaN,2373.9541829427085,NaN,NaN,NaN,1955.4314778645833,NaN,NaN,1854.6056315104167,2084.6854248046875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1870.6861368815105,NaN,NaN,NaN,NaN,1926.2079264322917,2015.15185546875,NaN,NaN,NaN,2372.7593587239585,NaN,2033.2702229817708,1942.4524739583333,NaN,NaN,2255.7469075520835,2866.0687662760415,3650.9905598958335,NaN,NaN,NaN,NaN
-11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2062.0437622070312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2043.384765625,NaN,NaN
-10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3600.8264973958335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-9.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2414.927734375,NaN,NaN,2630.8214518229165
-8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3109.890869140625,NaN,NaN,NaN,NaN,3625.6982421875,NaN,2593.5992838541665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-7.0,NaN,NaN,NaN,NaN,NaN,3885.8013509114585,3736.0709635416665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2004.1732381184895,NaN,NaN,NaN,2304.2338053385415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-6.0,2829.119384765625,NaN,NaN,NaN,NaN,NaN,NaN,2603.7937825520835,NaN,3719.3046061197915,3813.5423177083335,2625.925821940104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4145.122314453125,3104.4383138020835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-4.0,NaN,3741.5157063802085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3432.731486002604
-3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4020.888916015625,NaN,NaN,NaN,4140.044596354167,2761.919962565104,3300.7352701822915,3661.6944173177085,NaN,NaN,NaN,3298.2100423177085,3182.8385416666665,3148.1455078125,3651.0292154947915,3735.3428548177085,2764.66455078125,4304.923828125,4209.828938802083,3791.8526204427085,2910.1660970052085,3365.1175130208335,NaN,3203.951904296875,3102.31982421875,3823.9706217447915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3611.536865234375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-2.0,NaN,NaN,NaN,NaN,NaN,4117.974934895833,3909.968302408854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3839.6458333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-1.0,1680.4695638020833,NaN,4109.719482421875,2769.8433430989585,3407.8106282552085,NaN,NaN,3142.8365885416665,NaN,3885.8285319010415,4191.531656901042,3094.2579345703125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4059.580810546875,3001.5734049479165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,NaN,1708.8424886067708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2019.2728678385417,NaN,NaN,NaN
2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2383.5682169596353,NaN,NaN,NaN,2060.4373372395835,2156.3504231770835,NaN,2992.79443359375,2827.6073404947915,NaN,NaN,NaN,NaN,2256.8091634114585,1830.4554036458333,1473.3720703125,1326.1939697265625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2229.542724609375,NaN,1930.8368733723958,2454.4374186197915,NaN,NaN,NaN,NaN,948.4647827148438,1019.2610270182291,2390.0928955078125,3233.447265625,2022.1157633463542,NaN,1388.6999918619792,1592.5553792317708,2052.0673014322915,3848.5874837239585,NaN,NaN,NaN,NaN,NaN,2219.4029134114585,1683.1243896484375,NaN,NaN,2730.9060872395835,1606.3308512369792,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.0,NaN,NaN,NaN,NaN,NaN,2553.822224934896,2355.061482747396,NaN,NaN,2482.8037923177085,2237.111083984375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3185.3863932291665,NaN,NaN,NaN,NaN,1384.7775065104167,NaN,NaN,NaN,NaN,NaN,NaN,1854.9962565104167,1629.8883056640625,NaN,NaN,1139.6510823567708,1911.5275065104167,1617.82958984375,NaN,1405.3454182942708,NaN,NaN
